Ind Date Anchor,Ind Date Span,Ind Id,Ind Obs Note,Ind Place,Ind Place Type,Ind Rate Word,ind_selectname,Is projected word,Ind Rate Pct Change,Ind Denom,Ind Num,Ind Rate
12/31/2014,Year,DMH_OUD_TREATMENT, ,Hoke,County,LOWEST,DMH: Treatment Services,,,"51,586",103,199.666576203
12/31/2014,Year,DMH_OUD_TREATMENT, ,Hyde,County,LOWEST,DMH: Treatment Services,,,"5,600",11,196.428571429
12/31/2014,Year,DMH_OUD_TREATMENT, ,Iredell,County,MIDDLE,DMH: Treatment Services,,,"166,498",649,389.794472006
12/31/2014,Year,DMH_OUD_TREATMENT, ,Jackson,County,LOW,DMH: Treatment Services,,,"40,920",146,356.793743891
12/31/2014,Year,DMH_OUD_TREATMENT, ,Johnston,County,LOWEST,DMH: Treatment Services,,,"180,710",415,229.649715013
12/31/2014,Year,DMH_OUD_TREATMENT, ,Jones,County,HIGHEST,DMH: Treatment Services,,,"9,851",45,456.806415592
12/31/2014,Year,DMH_OUD_TREATMENT, ,Lee,County,LOWEST,DMH: Treatment Services,,,"59,401",147,247.470581303
12/31/2014,Year,DMH_OUD_TREATMENT, ,Lenoir,County,LOWEST,DMH: Treatment Services,,,"58,255",141,242.039309930
12/31/2014,Year,DMH_OUD_TREATMENT, ,Lincoln,County,MIDDLE,DMH: Treatment Services,,,"79,446",287,361.251667800
12/31/2014,Year,DMH_OUD_TREATMENT, ,Macon,County,MIDDLE,DMH: Treatment Services,,,"33,824",122,360.690633869
12/31/2014,Year,DMH_OUD_TREATMENT, ,Madison,County,LOW,DMH: Treatment Services,,,"21,187",75,353.990654647
12/31/2014,Year,DMH_OUD_TREATMENT, ,Martin,County,HIGH,DMH: Treatment Services,,,"23,435",102,435.246426285
12/31/2014,Year,DMH_OUD_TREATMENT, ,McDowell,County,HIGHEST,DMH: Treatment Services,,,"45,007",296,657.675472704
12/31/2014,Year,DMH_OUD_TREATMENT, ,Mecklenburg,County,LOWEST,DMH: Treatment Services,,,"1,010,229","1,571",155.509295417
12/31/2014,Year,DMH_OUD_TREATMENT, ,Mitchell,County,HIGHEST,DMH: Treatment Services,,,"15,174",93,612.890470542
12/31/2014,Year,DMH_OUD_TREATMENT, ,Montgomery,County,LOWEST,DMH: Treatment Services,,,"27,283",67,245.574167064
12/31/2014,Year,DMH_OUD_TREATMENT, ,Moore,County,LOWEST,DMH: Treatment Services,,,"92,816",256,275.814514739
12/31/2014,Year,DMH_OUD_TREATMENT, ,Nash,County,LOWEST,DMH: Treatment Services,,,"94,200",123,130.573248408
12/31/2014,Year,DMH_OUD_TREATMENT, ,NC,State,LOWEST,DMH: Treatment Services,,,"9,932,887","27,862",280.502536674
12/31/2014,Year,DMH_OUD_TREATMENT, ,New Hanover,County,HIGHEST,DMH: Treatment Services,,,"215,963","1,000",463.042280391
12/31/2014,Year,DMH_OUD_TREATMENT, ,Northampton,County,LOWEST,DMH: Treatment Services,,,"20,652",34,164.632965330
12/31/2014,Year,DMH_OUD_TREATMENT, ,Onslow,County,LOWEST,DMH: Treatment Services,,,"191,822",379,197.579005536
12/31/2014,Year,DMH_OUD_TREATMENT, ,Orange,County,LOWEST,DMH: Treatment Services,,,"140,321",395,281.497423764
12/31/2014,Year,DMH_OUD_TREATMENT, ,Pamlico,County,HIGHEST,DMH: Treatment Services,,,"12,872",71,551.584835301
12/31/2014,Year,DMH_OUD_TREATMENT, ,Pasquotank,County,LOWEST,DMH: Treatment Services,,,"39,436",87,220.610609595
12/31/2014,Year,DMH_OUD_TREATMENT, ,Pender,County,LOW,DMH: Treatment Services,,,"55,900",182,325.581395349
12/31/2014,Year,DMH_OUD_TREATMENT, ,Perquimans,County,LOWEST,DMH: Treatment Services,,,"13,538",25,184.665386320
12/31/2014,Year,DMH_OUD_TREATMENT, ,Person,County,HIGHEST,DMH: Treatment Services,,,"39,114",215,549.675308074
12/31/2014,Year,DMH_OUD_TREATMENT, ,Pitt,County,HIGH,DMH: Treatment Services,,,"174,974",761,434.921759804
12/31/2014,Year,DMH_OUD_TREATMENT, ,Polk,County,LOWEST,DMH: Treatment Services,,,"20,367",29,142.387194972
12/31/2014,Year,DMH_OUD_TREATMENT, ,Randolph,County,LOW,DMH: Treatment Services,,,"142,474",470,329.884750902
12/31/2014,Year,DMH_OUD_TREATMENT, ,Richmond,County,LOW,DMH: Treatment Services,,,"45,771",161,351.751108781
12/31/2014,Year,DMH_OUD_TREATMENT, ,Robeson,County,LOWEST,DMH: Treatment Services,,,"134,931",295,218.630262875
12/31/2014,Year,DMH_OUD_TREATMENT, ,Rockingham,County,LOWEST,DMH: Treatment Services,,,"91,790",292,318.117441987
12/31/2014,Year,DMH_OUD_TREATMENT, ,Rowan,County,HIGHEST,DMH: Treatment Services,,,"138,080",780,564.889918888
12/31/2014,Year,DMH_OUD_TREATMENT, ,Rutherford,County,LOWEST,DMH: Treatment Services,,,"66,561",190,285.452442121
12/31/2014,Year,DMH_OUD_TREATMENT, ,Sampson,County,LOWEST,DMH: Treatment Services,,,"63,796",67,105.022258449
12/31/2014,Year,DMH_OUD_TREATMENT, ,Scotland,County,LOWEST,DMH: Treatment Services,,,"35,656",36,100.964774512
12/31/2014,Year,DMH_OUD_TREATMENT, ,Stanly,County,HIGHEST,DMH: Treatment Services,,,"60,618",310,511.399254347
12/31/2014,Year,DMH_OUD_TREATMENT, ,Stokes,County,LOW,DMH: Treatment Services,,,"46,323",163,351.877037325
12/31/2014,Year,DMH_OUD_TREATMENT, ,Surry,County,HIGH,DMH: Treatment Services,,,"72,487",300,413.867314139
12/31/2014,Year,DMH_OUD_TREATMENT, ,Swain,County,HIGHEST,DMH: Treatment Services,,,"14,238",81,568.900126422
12/31/2014,Year,DMH_OUD_TREATMENT, ,Transylvania,County,HIGH,DMH: Treatment Services,,,"32,952",136,412.721534353
12/31/2014,Year,DMH_OUD_TREATMENT, ,Tyrrell,County,LOWEST,DMH: Treatment Services,,,"4,120",12,291.262135922
12/31/2014,Year,DMH_OUD_TREATMENT, ,Union,County,LOWEST,DMH: Treatment Services,,,"217,689",469,215.444969659
12/31/2014,Year,DMH_OUD_TREATMENT, ,Vance,County,HIGHEST,DMH: Treatment Services,,,"44,517",336,754.767841499
12/31/2014,Year,DMH_OUD_TREATMENT, ,Wake,County,LOWEST,DMH: Treatment Services,,,"997,788","1,229",123.172457476
12/31/2014,Year,DMH_OUD_TREATMENT, ,Warren,County,MIDDLE,DMH: Treatment Services,,,"20,385",76,372.823154280
12/31/2014,Year,DMH_OUD_TREATMENT, ,Washington,County,HIGH,DMH: Treatment Services,,,"12,476",50,400.769477397
12/31/2014,Year,DMH_OUD_TREATMENT, ,Watauga,County,LOWEST,DMH: Treatment Services,,,"52,395",125,238.572382861
12/31/2014,Year,DMH_OUD_TREATMENT, ,Wayne,County,LOWEST,DMH: Treatment Services,,,"124,586",240,192.638017113
12/31/2014,Year,DMH_OUD_TREATMENT, ,Wilkes,County,HIGHEST,DMH: Treatment Services,,,"68,414",390,570.058759903
12/31/2014,Year,DMH_OUD_TREATMENT, ,Wilson,County,LOWEST,DMH: Treatment Services,,,"81,007",106,130.852889256
12/31/2014,Year,DMH_OUD_TREATMENT, ,Yadkin,County,HIGHEST,DMH: Treatment Services,,,"37,846",179,472.969402315
12/31/2014,Year,DMH_OUD_TREATMENT, ,Yancey,County,HIGHEST,DMH: Treatment Services,,,"17,542",81,461.748945388
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Alamance,County,LOW,CSRS: Patients Receiving Buprenorphine,,+16%,"157,037",535,0.340684043
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Alexander,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+80%,"36,960",262,0.708874459
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Alleghany,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+33%,"10,856",45,0.414517318
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Anson,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+4%,"25,602",37,0.144519959
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Ashe,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+32%,"26,628",139,0.522006910
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Avery,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+38%,"17,486",131,0.749170765
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Beaufort,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+8%,"47,389",348,0.734347633
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Bertie,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+50%,"20,162",88,0.436464636
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Bladen,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+25%,"34,083",158,0.463574216
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Brunswick,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+21%,"122,211",771,0.630876108
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Buncombe,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+20%,"251,954",654,0.259571192
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Burke,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+31%,"89,341",356,0.398473265
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Cabarrus,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+16%,"196,396",780,0.397156765
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Caldwell,County,LOW,CSRS: Patients Receiving Buprenorphine,,+25%,"81,518",288,0.353296205
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Camden,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+25%,"10,282",50,0.486286715
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Carteret,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+23%,"68,712",486,0.707300035
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Caswell,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+24%,"22,813",61,0.267391400
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Catawba,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+30%,"155,527",728,0.468085927
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Chatham,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+17%,"68,263",185,0.271010650
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Cherokee,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+30%,"27,102",134,0.494428455
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Chowan,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+60%,"14,248",66,0.463222908
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Clay,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+27%,"10,623",42,0.395368540
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Cleveland,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+19%,"96,850",398,0.410944760
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Columbus,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+22%,"56,675",399,0.704014116
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Craven,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+11%,"102,853",510,0.495853305
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Cumberland,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+14%,"331,203",826,0.249393876
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Currituck,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+21%,"25,106",102,0.406277384
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Dare,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+14%,"35,468",336,0.947332807
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Davidson,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+2%,"163,486",648,0.396364215
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Davie,County,LOW,CSRS: Patients Receiving Buprenorphine,,+0%,"41,648",134,0.321744141
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Duplin,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+0%,"58,883",166,0.281914984
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Durham,County,LOW,CSRS: Patients Receiving Buprenorphine,,+18%,"300,793",951,0.316164272
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Edgecombe,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+11%,"53,743",128,0.238170552
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Forsyth,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+5%,"367,365",967,0.263225947
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Franklin,County,LOW,CSRS: Patients Receiving Buprenorphine,,+6%,"63,668",227,0.356537036
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Gaston,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+10%,"212,919","1,147",0.538702511
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Gates,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+25%,"11,531",26,0.225479143
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Graham,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+29%,"8,588",49,0.570563577
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Granville,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+4%,"58,162",266,0.457343283
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Greene,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+4%,"20,950",60,0.286396181
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Guilford,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+19%,"517,053","1,146",0.221640722
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Halifax,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+19%,"52,182",199,0.381357556
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Harnett,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+6%,"128,034",531,0.414733586
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Haywood,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+10%,"59,646",464,0.777923080
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Henderson,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+18%,"111,847",309,0.276270262
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Hertford,County,LOW,CSRS: Patients Receiving Buprenorphine,,+10%,"24,373",75,0.307717556
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Hoke,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,-1%,"52,739",84,0.159274920
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Hyde,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+33%,"5,426",27,0.497604128
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Iredell,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+12%,"169,453",788,0.465025700
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Jackson,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+2%,"41,305",164,0.397046362
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Johnston,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+9%,"185,104",534,0.288486472
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Jones,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+12%,"9,777",50,0.511404316
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Lee,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+17%,"59,371",374,0.629937175
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Lenoir,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+2%,"57,981",290,0.500163847
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Lincoln,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+14%,"80,607",342,0.424280770
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Macon,County,LOW,CSRS: Patients Receiving Buprenorphine,,+25%,"34,090",116,0.340275741
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Madison,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+18%,"21,146",53,0.250638419
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Martin,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,-10%,"23,262",123,0.528759350
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,McDowell,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+9%,"44,967",121,0.269086219
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Mecklenburg,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+7%,"1,033,238","1,518",0.146916780
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Mitchell,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+27%,"15,071",154,1.021830005
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Montgomery,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+41%,"27,438",125,0.455572564
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Moore,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+13%,"94,013",424,0.451001457
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Nash,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+18%,"93,786",261,0.278293135
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,NC,State,LOW,CSRS: Patients Receiving Buprenorphine,,+13%,"10,031,646","32,430",0.323276958
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,New Hanover,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+2%,"219,422","1,307",0.595655859
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Northampton,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+22%,"20,533",52,0.253250864
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Onslow,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+9%,"193,114",711,0.368176310
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Orange,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+11%,"141,298",430,0.304321363
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Pamlico,County,LOW,CSRS: Patients Receiving Buprenorphine,,+6%,"12,741",43,0.337493132
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Pasquotank,County,LOW,CSRS: Patients Receiving Buprenorphine,,+24%,"39,384",126,0.319926874
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Pender,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+4%,"57,426",272,0.473653049
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Perquimans,County,LOW,CSRS: Patients Receiving Buprenorphine,,+36%,"13,463",46,0.341677189
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Person,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+16%,"39,190",339,0.865016586
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Pitt,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+2%,"176,071",728,0.413469566
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Polk,County,LOW,CSRS: Patients Receiving Buprenorphine,,+62%,"20,414",70,0.342901930
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Randolph,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+8%,"142,575",589,0.413115904
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Richmond,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+17%,"45,429",246,0.541504325
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Robeson,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+17%,"134,460",402,0.298973672
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Rockingham,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+6%,"91,657",370,0.403678933
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Rowan,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+10%,"138,497",649,0.468602208
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Rutherford,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+10%,"66,375",173,0.260640301
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Sampson,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+10%,"63,559",150,0.236001196
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Scotland,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+30%,"35,321",90,0.254805923
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Stanly,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+36%,"60,622",248,0.409092409
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Stokes,County,MIDDLE,CSRS: Patients Receiving Buprenorphine,,+4%,"46,159",189,0.409454278
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Surry,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+23%,"71,998",394,0.547237423
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Swain,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+6%,"14,326",215,1.500767835
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Transylvania,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+17%,"33,157",166,0.500648430
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Tyrrell,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,-25%,"4,139",6,0.144962551
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Union,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+6%,"221,949",490,0.220771438
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Vance,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+12%,"44,459",281,0.632043006
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Wake,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+5%,"1,022,319","2,332",0.228108839
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Warren,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,-14%,"20,207",41,0.202899985
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Washington,County,HIGH,CSRS: Patients Receiving Buprenorphine,,+45%,"12,247",54,0.440924308
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Watauga,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+8%,"53,093",104,0.195882696
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Wayne,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,-15%,"124,342",336,0.270222451
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Wilkes,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+94%,"68,298",609,0.891680576
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Wilson,County,LOWEST,CSRS: Patients Receiving Buprenorphine,,+25%,"81,240",244,0.300344658
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Yadkin,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+1%,"37,619",208,0.552912092
12/31/2015,Year,CSRS_BUPE_PATIENTS, ,Yancey,County,HIGHEST,CSRS: Patients Receiving Buprenorphine,,+7%,"17,550",109,0.621082621
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Alamance,County,HIGHEST,CSRS: Patients Receiving Opioids,,+7%,"157,037","35,786",22.788260092
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Alexander,County,HIGHEST,CSRS: Patients Receiving Opioids,,+4%,"36,960","9,654",26.120129870
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Alleghany,County,HIGHEST,CSRS: Patients Receiving Opioids,,+7%,"10,856","2,880",26.529108327
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Anson,County,HIGHEST,CSRS: Patients Receiving Opioids,,+6%,"25,602","6,527",25.494102023
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Ashe,County,HIGHEST,CSRS: Patients Receiving Opioids,,+8%,"26,628","6,977",26.201742527
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Avery,County,HIGHEST,CSRS: Patients Receiving Opioids,,+8%,"17,486","4,925",28.165389454
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Beaufort,County,HIGHEST,CSRS: Patients Receiving Opioids,,+6%,"47,389","13,549",28.591023233
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Bertie,County,HIGHEST,CSRS: Patients Receiving Opioids,,+8%,"20,162","5,581",27.680785636
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Bladen,County,HIGHEST,CSRS: Patients Receiving Opioids,,+8%,"34,083","9,235",27.095619517
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Brunswick,County,HIGHEST,CSRS: Patients Receiving Opioids,,+5%,"122,211","34,594",28.306780895
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Buncombe,County,HIGHEST,CSRS: Patients Receiving Opioids,,+8%,"251,954","55,838",22.161981949
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Burke,County,HIGHEST,CSRS: Patients Receiving Opioids,,+8%,"89,341","23,836",26.679799868
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Cabarrus,County,HIGHEST,CSRS: Patients Receiving Opioids,,+5%,"196,396","47,277",24.072282531
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Caldwell,County,HIGHEST,CSRS: Patients Receiving Opioids,,+8%,"81,518","24,091",29.552982163
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Camden,County,HIGH,CSRS: Patients Receiving Opioids,,+10%,"10,282","2,019",19.636257537
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Carteret,County,HIGHEST,CSRS: Patients Receiving Opioids,,+5%,"68,712","17,078",24.854465013
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Caswell,County,LOW,CSRS: Patients Receiving Opioids,,+6%,"22,813","3,334",14.614474203
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Catawba,County,HIGHEST,CSRS: Patients Receiving Opioids,,+5%,"155,527","43,220",27.789387052
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Chatham,County,LOW,CSRS: Patients Receiving Opioids,,+3%,"68,263","10,111",14.811830714
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Cherokee,County,HIGHEST,CSRS: Patients Receiving Opioids,,+4%,"27,102","6,980",25.754556859
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Chowan,County,HIGHEST,CSRS: Patients Receiving Opioids,,+4%,"14,248","3,758",26.375631668
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Clay,County,HIGHEST,CSRS: Patients Receiving Opioids,,+9%,"10,623","2,915",27.440459381
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Cleveland,County,HIGHEST,CSRS: Patients Receiving Opioids,,+7%,"96,850","31,562",32.588538978
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Columbus,County,HIGHEST,CSRS: Patients Receiving Opioids,,+6%,"56,675","17,391",30.685487428
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Craven,County,HIGHEST,CSRS: Patients Receiving Opioids,,+10%,"102,853","27,304",26.546624795
12/31/2015,Year,CSRS_OPIOID_PATIENTS, ,Cumberland,County,HIGHEST,CSRS: Patients Receiving Opioids,,+7%,"331,203","69,434",20.964182088
